Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA single nuclei brain specificity	RNA single nuclei brain distribution	RNA single nuclei brain specificity score	RNA single nuclei brain specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	Secretome function	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Brain expression cluster	Cell line expression cluster	Single cell expression cluster	Interactions	Subcellular main location	Subcellular additional location	Antibody RRID	Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)	Cancer prognostics - Breast Invasive Carcinoma (TCGA)	Cancer prognostics - Breast Invasive Carcinoma (validation)	Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)	Cancer prognostics - Colon Adenocarcinoma (TCGA)	Cancer prognostics - Colon Adenocarcinoma (validation)	Cancer prognostics - Glioblastoma Multiforme (TCGA)	Cancer prognostics - Glioblastoma Multiforme (validation)	Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)	Cancer prognostics - Kidney Chromophobe (TCGA)	Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)	Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)	Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)	Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)	Cancer prognostics - Liver Hepatocellular Carcinoma (validation)	Cancer prognostics - Lung Adenocarcinoma (TCGA)	Cancer prognostics - Lung Adenocarcinoma (validation)	Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)	Cancer prognostics - Lung Squamous Cell Carcinoma (validation)	Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)	Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)	Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)	Cancer prognostics - Pancreatic Adenocarcinoma (validation)	Cancer prognostics - Prostate Adenocarcinoma (TCGA)	Cancer prognostics - Rectum Adenocarcinoma (TCGA)	Cancer prognostics - Rectum Adenocarcinoma (validation)	Cancer prognostics - Skin Cuteneous Melanoma (TCGA)	Cancer prognostics - Stomach Adenocarcinoma (TCGA)	Cancer prognostics - Testicular Germ Cell Tumor (TCGA)	Cancer prognostics - Thyroid Carcinoma (TCGA)	Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)
IGFBP1	AFBP, hIGFBP-1, IBP1, IGF-BP25, PP12	ENSG00000146678	Insulin like growth factor binding protein 1	P08833	7	45888360-45893660	Candidate cardiovascular disease genes, Plasma proteins, Predicted secreted proteins		Growth factor binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	6	liver: 1163.6	Cell type enriched	Detected in some	9	Hepatocytes: 900.0	Cell type enhanced	Detected in single		lower rhombic lip: 1.1	Cancer enriched	Detected in many	16	Liver Hepatocellular Carcinoma (TCGA): 458.6	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		"Gastric cancer: 38.2;liver cancer: 75.4;ovarian cancer: 50.4"	Breast - Breast glandular cells (progenitors), Kidney - Intercalated cells	Not detected	Not detected			Not detected	Not detected			CAB004445, HPA046972, HPA050640	Enhanced		Approved	Golgi apparatus	Secreted to blood	Other	NA	NA	28100000	28000000		Cluster 83: Liver - Metabolism	Cluster 49: Hindbrain - Mixed function	Cluster 15: Kidney cancer - Membrane components	Cluster 43: Hepatocytes - Metabolism	4	Golgi apparatus		CAB004445: AB_627782, HPA046972: AB_2679884, HPA050640: AB_2681197			unprognostic (4.54e-2)				unprognostic (9.54e-2)			unprognostic (1.55e-1)	unprognostic (8.65e-7)	unprognostic (5.58e-3)	unprognostic (8.89e-2)	unprognostic (6.59e-2)	unprognostic (4.08e-1)	unprognostic (1.39e-4)	unprognostic (1.56e-1)					unprognostic (1.17e-1)	unprognostic (1.76e-6)					unprognostic (3.01e-4)			unprognostic (5.35e-2)
IL1RAP	C3orf13, IL-1RAcP, IL1R3	ENSG00000196083	Interleukin 1 receptor accessory protein	Q9NPH3	3	190514051-190659750	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Immunity, Inflammatory response, Innate immunity	Hydrolase, Receptor		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	6	liver: 218.9	Cell type enhanced	Detected in many		"Extravillous trophoblasts: 125.7;Hepatocytes: 315.4;Oligodendrocyte precursor cells: 280.2"	Cell type enhanced	Detected in all		oligodendrocyte precursor cell: 318.6	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Group enriched	Detected in many	5	"eosinophil: 23.9;neutrophil: 95.8"	Lineage enriched	Detected in many	15	granulocytes: 95.8	Low cancer specificity	Detected in all			Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA035293	Uncertain		Approved	Vesicles,Cytosol	Secreted to blood	Receptor	NA	NA		240000000	Cluster 21: Neutrophils - Unknown function	Cluster 83: Liver - Metabolism	Cluster 51: Neurons - Mixed function	Cluster 71: Lymphoma - Inflammatory response	Cluster 43: Hepatocytes - Metabolism	10	Vesicles, Cytosol		HPA035293: AB_10671511	unprognostic (8.16e-5)	unprognostic (1.22e-1)	unprognostic (3.44e-1)	unprognostic (2.07e-1)	unprognostic (8.70e-2)	unprognostic (2.50e-1)	unprognostic (7.79e-2)	unprognostic (1.38e-4)	unprognostic (3.25e-2)	unprognostic (3.36e-3)	unprognostic (1.06e-3)	unprognostic (5.63e-2)	unprognostic (8.68e-4)	unprognostic (1.86e-2)	unprognostic (5.31e-3)	unprognostic (4.63e-2)	unprognostic (5.41e-4)	unprognostic (3.40e-1)	unprognostic (1.82e-1)	unprognostic (3.76e-1)	unprognostic (1.02e-3)	unprognostic (3.84e-4)	unprognostic (2.52e-2)	unprognostic (5.65e-2)	unprognostic (2.04e-1)	unprognostic (4.92e-2)	unprognostic (1.28e-1)	unprognostic (3.38e-3)	unprognostic (2.38e-1)	unprognostic (1.63e-1)	unprognostic (3.59e-3)
IL27	IL-27, IL-27A, IL27A, IL27p28, IL30, MGC71873, p28	ENSG00000197272	Interleukin 27	Q8NEV9	16	28499362-28512051	Predicted intracellular proteins, Predicted secreted proteins	Immunity, Inflammatory response, Innate immunity	Antiviral protein, Cytokine		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	15	liver: 26.1	Group enriched	Detected in some	6	"Hepatocytes: 16.5;Syncytiotrophoblasts: 31.1"	Cell type enhanced	Detected in some		"central nervous system macrophage: 1.5;deep-layer near-projecting: 1.3"	Cancer enriched	Detected in single	9	Liver Hepatocellular Carcinoma (TCGA): 7.1	Low region specificity	Detected in many			Immune cell enhanced	Detected in some		"classical monocyte: 3.6;intermediate monocyte: 3.8"	Low lineage specificity	Detected in many			Not detected	Not detected			Liver - Hepatocytes	Not detected	Not detected			Not detected	Not detected			CAB024722	Approved				Secreted to blood	Interleukin	NA	NA	521000		Cluster 38: Monocytes & Neutrophils - Degranulation	Cluster 83: Liver - Metabolism	Cluster 10: Cerebellum - Nucleic acid binding	Cluster 34: Testis cancer - Unknown function	Cluster 27: Syncytiotrophoblasts - Pregnancy	1			CAB024722: 			unprognostic (1.02e-1)											unprognostic (7.47e-4)	unprognostic (2.40e-3)																
INHBC		ENSG00000175189	Inhibin subunit beta C	P55103	12	57434784-57452062	Plasma proteins, Predicted secreted proteins		Growth factor, Hormone		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in single	171	liver: 159.9	Cell type enriched	Detected in some	9	Hepatocytes: 44.4	Not detected	Not detected			Cancer enriched	Detected in single	72	Liver Hepatocellular Carcinoma (TCGA): 35.2	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Myeloma: 4.9	Liver - Hepatocytes, Pituitary gland - Lactotropes, Testis - Early spermatids	Not detected	Not detected			Low region specificity	Detected in all			HPA050755			Approved	Cytosol	Secreted to blood	Hormone	NA	NA		23000000		Cluster 31: Liver - Plasma proteins	Cluster 37: Neurons - Mixed function	Cluster 51: Myeloma - Immunoglobulins	Cluster 62: Hepatocytes - Metabolism		Cytosol		HPA050755: 			unprognostic (2.90e-1)											unprognostic (7.41e-4)	unprognostic (1.09e-2)																
INHBE	activin, MGC4638	ENSG00000139269	Inhibin subunit beta E	P58166	12	57452323-57459280	Plasma proteins, Predicted secreted proteins		Growth factor, Hormone		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	96	liver: 144.2	Cell type enriched	Detected in some	4	Hepatocytes: 33.4	Cell type enhanced	Detected in single		bergmann glia: 2.0	Cancer enriched	Detected in some	20	Liver Hepatocellular Carcinoma (TCGA): 45.2	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in many	4	Myeloma: 76.4	Pituitary gland - Lactotropes, Skeletal muscle - Skeletal myocytes	Not detected	Not detected			Not detected	Not detected			HPA016843, CAB034017	Enhanced		Supported	Vesicles	Secreted to blood	Hormone	NA	NA		3200000		Cluster 31: Liver - Plasma proteins	Cluster 35: Non-specific - DNA binding	Cluster 13: Non-specific - Mixed function	Cluster 62: Hepatocytes - Metabolism	9	Vesicles		CAB034017: AB_2233745, HPA016843: AB_1851796			unprognostic (3.80e-1)								unprognostic (1.70e-8)	unprognostic (2.02e-4)	unprognostic (4.66e-2)	unprognostic (2.67e-1)	unprognostic (6.93e-3)																unprognostic (2.89e-2)
ITIH1	H1P, IATIH, ITIH	ENSG00000055957	Inter-alpha-trypsin inhibitor heavy chain 1	P19827	3	52777595-52792068	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	777	liver: 1459.7	Cell type enriched	Detected in some	23	Hepatocytes: 793.7	Not detected	Not detected			Cancer enriched	Detected in some	445	Liver Hepatocellular Carcinoma (TCGA): 658.9	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Liver - Hepatocytes	Not detected	Not detected			Not detected	Not detected			HPA041639, HPA042049	Approved		Approved	Vesicles	Secreted to blood	Enzyme inhibitor	NA	NA	4490000	95000000000		Cluster 31: Liver - Plasma proteins		Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism	4	Vesicles		HPA041639: AB_10796349, HPA042049: AB_10797379			unprognostic (1.08e-1)								unprognostic (7.94e-3)			unprognostic (4.23e-4)	unprognostic (2.42e-3)																
ITIH2	H2P	ENSG00000151655	Inter-alpha-trypsin inhibitor heavy chain 2	P19823	10	7703316-7749520	Plasma proteins, Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	566	liver: 2091.1	Cell type enriched	Detected in some	4	Hepatocytes: 406.0	Cell type enriched	Detected in many	29	fibroblast: 184.1	Cancer enriched	Detected in many	273	Liver Hepatocellular Carcinoma (TCGA): 727.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	40	liver cancer: 147.1	Liver - Hepatocytes, Pituitary gland - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA059150	Supported		Approved	Golgi apparatus	Secreted to blood	Enzyme inhibitor	NA	NA		52000000000		Cluster 31: Liver - Plasma proteins	Cluster 16: Non-specific - Transcription	Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism	13	Golgi apparatus		HPA059150: AB_2683930			unprognostic (1.06e-1)				unprognostic (1.26e-1)	unprognostic (2.49e-2)			unprognostic (1.11e-4)			unprognostic (9.74e-4)	unprognostic (4.60e-2)	unprognostic (1.67e-1)	unprognostic (7.79e-2)			unprognostic (2.07e-2)		unprognostic (9.34e-2)	unprognostic (1.26e-2)					unprognostic (3.86e-3)	unprognostic (1.66e-1)		unprognostic (5.31e-3)
ITIH3	H3P	ENSG00000162267	Inter-alpha-trypsin inhibitor heavy chain 3	Q06033	3	52794768-52808799	Plasma proteins, Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	105	liver: 828.4	Group enriched	Detected in some	5	"Hepatocytes: 920.9;Kupffer cells: 562.7"	Cell type enriched	Detected in single	38	vascular associated smooth muscle cell: 20.2	Cancer enriched	Detected in some	163	Liver Hepatocellular Carcinoma (TCGA): 496.8	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	12	liver cancer: 5.1	Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Heart muscle - Smooth muscle cells, Lung - Smooth muscle cells, Skeletal muscle - Smooth muscle cells, Testis - Late spermatids, Thyroid gland - Smooth muscle cells	Low region specificity	Detected in all			Low region specificity	Detected in some			HPA017373	Approved				Secreted to blood	Enzyme inhibitor	NA	NA		18000000000		Cluster 31: Liver - Plasma proteins	Cluster 32: Cerebral cortex - Mixed function	Cluster 18: Liver cancer - Metabolism	Cluster 62: Hepatocytes - Metabolism				HPA017373: AB_1851954			unprognostic (4.16e-1)								unprognostic (1.16e-4)			unprognostic (8.38e-2)	unprognostic (2.20e-6)						unprognostic (1.62e-1)	unprognostic (2.86e-1)	unprognostic (2.24e-2)								
ITIH4	H4P, IHRP, ITIHL1	ENSG00000055955	Inter-alpha-trypsin inhibitor heavy chain 4	Q14624	3	52812962-52830688	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Acute phase	Protease inhibitor, Serine protease inhibitor	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	38	liver: 1807.4	Group enriched	Detected in many	4	"Early spermatids: 68.4;Hepatocytes: 91.9;Late spermatids: 159.0"	Low cell type specificity	Detected in all			Cancer enriched	Detected in many	109	Liver Hepatocellular Carcinoma (TCGA): 562.1	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		liver cancer: 1.4	Adipose subcutaneous - Smooth muscle cells, Liver - Hepatocytes	Not detected	Not detected			Low region specificity	Detected in many			HPA001835, HPA003948, CAB072872	Enhanced		Approved	Vesicles	Secreted to blood	Acute phase	NA	NA	3060000	83000000000		Cluster 31: Liver - Plasma proteins	Cluster 32: Cerebral cortex - Mixed function	Cluster 59: Leukemia - T-cell receptor	Cluster 62: Hepatocytes - Metabolism	1	Vesicles		CAB072872: AB_2665724, HPA001835: AB_1079432, HPA003948: AB_1079433			unprognostic (7.00e-2)	unprognostic (7.97e-3)			unprognostic (4.94e-2)		unprognostic (9.38e-2)		unprognostic (8.08e-9)	unprognostic (9.92e-3)		unprognostic (3.71e-2)	unprognostic (4.48e-8)	unprognostic (3.84e-3)	unprognostic (3.23e-1)				unprognostic (2.08e-2)	unprognostic (7.50e-3)	unprognostic (1.05e-1)					unprognostic (6.22e-4)	unprognostic (1.69e-1)		
KLKB1	KLK3	ENSG00000164344	Kallikrein B1	P03952	4	186226438-186258471	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Blood coagulation, Fibrinolysis, Hemostasis, Inflammatory response	Hydrolase, Protease, Serine protease	Disease variant, FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	28	liver: 318.1	Cell type enriched	Detected in many	4	Hepatocytes: 223.6	Cell type enhanced	Detected in all		astrocyte: 107.4	Cancer enriched	Detected in some	14	Liver Hepatocellular Carcinoma (TCGA): 38.4	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Liver - Hepatocytes	Not detected	Not detected			Low region specificity	Detected in many								Secreted to blood	Blood coagulation	NA	NA	28900000000	7400000000		Cluster 31: Liver - Plasma proteins	Cluster 23: Choroid plexus - Mixed function	Cluster 12: Bone cancer - Neuronal signaling	Cluster 62: Hepatocytes - Metabolism	9						unprognostic (4.54e-2)								unprognostic (7.10e-2)	unprognostic (7.11e-3)	unprognostic (3.86e-2)	unprognostic (7.41e-3)	unprognostic (2.00e-4)							unprognostic (8.94e-3)									
KNG1	BDK, BK, HK, HMWK, KNG	ENSG00000113889	Kininogen 1	P01042	3	186717348-186744410	Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	Blood coagulation, Hemostasis, Inflammatory response	Protease inhibitor, Thiol protease inhibitor, Vasoactive, Vasodilator	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	liver: 3097.3	Cell type enriched	Detected in some	6	Hepatocytes: 1654.3	Cell type enhanced	Detected in single		oligodendrocyte precursor cell: 1.2	Cancer enriched	Detected in some	21	Liver Hepatocellular Carcinoma (TCGA): 1157.6	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	11	"Gastric cancer: 4.6;liver cancer: 8.0"	Kidney - Ascending Loop of Henle cells, Liver - Hepatocytes, Liver - Hepatocytes	Not detected	Not detected			Low region specificity	Detected in single			HPA001616, HPA001645, CAB009809	Enhanced				Secreted to blood	Blood coagulation	NA	NA	90000000000	49000000000		Cluster 1: Liver & Kidney - Metabolism	Cluster 53: Neurons - Mixed function	Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism	2			CAB009809: AB_2134781, HPA001616: AB_1079216, HPA001645: AB_1079215			unprognostic (9.44e-2)							unprognostic (1.27e-1)	unprognostic (8.94e-2)	unprognostic (2.97e-1)	unprognostic (2.60e-3)	unprognostic (2.11e-7)	unprognostic (2.33e-4)														unprognostic (1.63e-1)		
LBP	BPIFD2	ENSG00000129988	Lipopolysaccharide binding protein	P18428	20	38346482-38377013	Plasma proteins, Predicted secreted proteins, Transporters	Immunity, Innate immunity, Lipid transport, Transport	Antibiotic, Antimicrobial		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	23	liver: 1304.6	Cell type enriched	Detected in some	14	Hepatocytes: 388.2	Not detected	Not detected			Cancer enriched	Detected in many	12	Liver Hepatocellular Carcinoma (TCGA): 407.5	Region enhanced	Detected in single		medulla oblongata: 2.2	Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	8	"Brain cancer: 6.7;breast cancer: 2.7;liver cancer: 2.3;lymphoma: 1.8;thyroid cancer: 2.9"	Kidney - Proximal tubular cells, Thyroid gland - Macrophages	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA001508, CAB025905	Approved				Secreted to blood	Transport	NA	NA	25000000000	1900000000		Cluster 31: Liver - Plasma proteins	Cluster 39: Astrocytes - Mixed function	Cluster 71: Lymphoma - Inflammatory response	Cluster 62: Hepatocytes - Metabolism	2			CAB025905: , HPA001508: AB_1079241		unprognostic (1.60e-1)	unprognostic (3.87e-3)	unprognostic (3.07e-2)			unprognostic (1.00e-2)				unprognostic (1.81e-6)	unprognostic (1.28e-5)	unprognostic (1.52e-4)	unprognostic (2.31e-2)	unprognostic (1.06e-1)	unprognostic (6.63e-3)		unprognostic (3.92e-3)				unprognostic (1.02e-1)					unprognostic (6.88e-2)	unprognostic (1.06e-3)			unprognostic (2.03e-1)
LEAP2	LEAP-2	ENSG00000164406	Liver enriched antimicrobial peptide 2	Q969E1	5	132873444-132875046	Plasma proteins, Predicted secreted proteins		Antibiotic, Antimicrobial		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	23	liver: 514.5	Cell type enriched	Detected in many	6	Hepatocytes: 1795.3	Low cell type specificity	Detected in many			Cancer enriched	Detected in some	31	Liver Hepatocellular Carcinoma (TCGA): 124.1	Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in some				Not detected	Not detected			Low region specificity	Detected in all								Secreted to blood	Defense	NA	NA		1600000	Cluster 20: Non-specific - DNA binding	Cluster 83: Liver - Metabolism	Cluster 48: Non-specific - Mixed function	Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism	4				unprognostic (2.18e-1)		unprognostic (1.75e-1)								unprognostic (1.70e-5)	unprognostic (3.44e-3)	unprognostic (2.42e-1)	unprognostic (4.94e-3)	unprognostic (4.67e-5)						unprognostic (1.90e-2)							unprognostic (5.45e-2)			
LECT2	chm-II, chm2	ENSG00000145826	Leukocyte cell derived chemotaxin 2	O14960	5	135922279-135954983	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	Chemotaxis			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	54	liver: 461.9	Group enriched	Detected in some	22	"Early spermatids: 170.6;Hepatocytes: 115.6;Late spermatids: 59.4"	Cell type enhanced	Detected in some		"eccentric medium spiny neuron: 14.0;midbrain-derived inhibitory: 9.2"	Cancer enriched	Detected in some	58	Liver Hepatocellular Carcinoma (TCGA): 86.0	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Low region specificity	Detected in many			HPA043883, HPA058246	Enhanced		Supported	Vesicles,Cytosol	Secreted to blood	Other	NA	NA	26500000	4000000		Cluster 31: Liver - Plasma proteins	Cluster 10: Cerebellum - Nucleic acid binding	Cluster 56: Non-specific - Sensory perception	Cluster 43: Hepatocytes - Metabolism		Cytosol	Vesicles	HPA043883: AB_2678714, HPA058246: 						unprognostic (1.01e-2)						unprognostic (1.15e-1)		unprognostic (3.72e-5)	unprognostic (8.75e-3)											unprognostic (1.14e-1)		unprognostic (8.92e-2)			
LIPC	HL, HTGL	ENSG00000166035	Lipase C, hepatic type	P11150	15	58410569-58569844	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted secreted proteins	Lipid degradation, Lipid metabolism	Heparin-binding, Hydrolase	Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	29	liver: 165.9	Cell type enriched	Detected in some	7	Hepatocytes: 149.3	Cell type enhanced	Detected in many		"central nervous system macrophage: 83.7;oligodendrocyte: 29.0"	Group enriched	Detected in many	18	"Kidney Renal Clear Cell Carcinoma (TCGA): 17.5;Kidney Renal Papillary Cell Carcinoma (TCGA): 59.5;Liver Hepatocellular Carcinoma (TCGA): 56.7"	Low region specificity	Detected in all			Low immune cell specificity	Detected in some			Group enriched	Detected in many	7	"granulocytes: 1.7;NK-cells: 1.5;T-cells: 1.8"	Group enriched	Detected in many	5	"Gastric cancer: 22.7;Kidney cancer: 6.3;liver cancer: 18.6"	Liver - Hepatocytes, Minor Salivary Gland - Fibroblasts, Pituitary gland - Gonadotropes, Skin - Fibroblast_1	Not detected	Not detected			Low region specificity	Detected in many								Secreted to blood	Enzyme	NA	NA		16000000	Cluster 33: Non-specific - ATP binding	Cluster 31: Liver - Plasma proteins	Cluster 37: Neurons - Mixed function	Cluster 18: Liver cancer - Metabolism	Cluster 43: Hepatocytes - Metabolism					unprognostic (5.29e-2)		unprognostic (3.94e-2)		unprognostic (2.64e-1)					unprognostic (7.22e-2)	unprognostic (7.32e-3)	unprognostic (1.22e-1)	unprognostic (7.39e-2)	unprognostic (1.16e-2)	unprognostic (2.31e-2)							unprognostic (3.16e-1)	unprognostic (2.08e-1)					unprognostic (1.60e-1)	unprognostic (3.74e-2)		
