Gene	"Gene synonym"	Ensembl	"Gene description"	Uniprot	Chromosome	Position	"Protein class"	"Biological process"	"Molecular function"	"Disease involvement"	Evidence	"HPA evidence"	"UniProt evidence"	"NeXtProt evidence"	"RNA tissue specificity"	"RNA tissue distribution"	"RNA tissue specificity score"	"RNA tissue specific nTPM"	"RNA single cell type specificity"	"RNA single cell type distribution"	"RNA single cell type specificity score"	"RNA single cell type specific nTPM"	"RNA single nuclei brain specificity"	"RNA single nuclei brain distribution"	"RNA single nuclei brain specificity score"	"RNA single nuclei brain specific nTPM"	"RNA cancer specificity"	"RNA cancer distribution"	"RNA cancer specificity score"	"RNA cancer specific FPKM"	"RNA brain regional specificity"	"RNA brain regional distribution"	"RNA brain regional specificity score"	"RNA brain regional specific nTPM"	"RNA blood cell specificity"	"RNA blood cell distribution"	"RNA blood cell specificity score"	"RNA blood cell specific nTPM"	"RNA blood lineage specificity"	"RNA blood lineage distribution"	"RNA blood lineage specificity score"	"RNA blood lineage specific nTPM"	"RNA cell line specificity"	"RNA cell line distribution"	"RNA cell line specificity score"	"RNA cell line specific nTPM"	"RNA tissue cell type enrichment"	"RNA mouse brain regional specificity"	"RNA mouse brain regional distribution"	"RNA mouse brain regional specificity score"	"RNA mouse brain regional specific nTPM"	"RNA pig brain regional specificity"	"RNA pig brain regional distribution"	"RNA pig brain regional specificity score"	"RNA pig brain regional specific nTPM"	Antibody	"Reliability (IH)"	"Reliability (Mouse Brain)"	"Reliability (IF)"	"Subcellular location"	"Secretome location"	"Secretome function"	"CCD Protein"	"CCD Transcript"	"Blood concentration - Conc. blood IM [pg/L]"	"Blood concentration - Conc. blood MS [pg/L]"	"Blood expression cluster"	"Tissue expression cluster"	"Brain expression cluster"	"Cell line expression cluster"	"Single cell expression cluster"	Interactions	"Subcellular main location"	"Subcellular additional location"	"Antibody RRID"	"Cancer prognostics - Bladder Urothelial Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (TCGA)"	"Cancer prognostics - Breast Invasive Carcinoma (validation)"	"Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (TCGA)"	"Cancer prognostics - Colon Adenocarcinoma (validation)"	"Cancer prognostics - Glioblastoma Multiforme (TCGA)"	"Cancer prognostics - Glioblastoma Multiforme (validation)"	"Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Chromophobe (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA)"	"Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation)"	"Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA)"	"Cancer prognostics - Liver Hepatocellular Carcinoma (validation)"	"Cancer prognostics - Lung Adenocarcinoma (TCGA)"	"Cancer prognostics - Lung Adenocarcinoma (validation)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA)"	"Cancer prognostics - Lung Squamous Cell Carcinoma (validation)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA)"	"Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation)"	"Cancer prognostics - Pancreatic Adenocarcinoma (TCGA)"	"Cancer prognostics - Pancreatic Adenocarcinoma (validation)"	"Cancer prognostics - Prostate Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (TCGA)"	"Cancer prognostics - Rectum Adenocarcinoma (validation)"	"Cancer prognostics - Skin Cuteneous Melanoma (TCGA)"	"Cancer prognostics - Stomach Adenocarcinoma (TCGA)"	"Cancer prognostics - Testicular Germ Cell Tumor (TCGA)"	"Cancer prognostics - Thyroid Carcinoma (TCGA)"	"Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA)"
RPL14	"CTG-B33, hRL14, L14, RL14"	ENSG00000188846	"Ribosomal protein L14"	P50914	3	40457292-40468587	"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"							HPA004136	Approved		Supported	"Endoplasmic reticulum,Cytosol"			NA	NA		160000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 41: Monoamines - Neurotransmitter signalling"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	291	"Endoplasmic reticulum, Cytosol"		"HPA004136: AB_1079839"	"unprognostic (1.41e-1)"	"unprognostic (2.54e-1)"	"unprognostic (4.82e-2)"	"unprognostic (1.29e-3)"	"unprognostic (3.98e-1)"	"unprognostic (5.30e-2)"	"unprognostic (4.30e-2)"	"unprognostic (3.06e-1)"	"unprognostic (6.96e-2)"	"unprognostic (2.23e-1)"	"unprognostic (3.99e-3)"	"unprognostic (1.02e-1)"	"unprognostic (1.12e-1)"	"unprognostic (2.37e-2)"	"unprognostic (6.59e-5)"	"unprognostic (5.02e-2)"	"unprognostic (1.07e-1)"	"unprognostic (1.39e-1)"	"unprognostic (2.66e-1)"	"unprognostic (2.59e-1)"	"unprognostic (3.81e-1)"	"unprognostic (3.32e-1)"	"unprognostic (1.61e-1)"	"unprognostic (2.56e-2)"	"unprognostic (4.14e-4)"	"unprognostic (3.53e-1)"	"unprognostic (7.99e-2)"	"unprognostic (3.87e-3)"	"unprognostic (2.29e-1)"	"unprognostic (5.70e-2)"	"unprognostic (1.25e-2)"
RPL17	"L17, rpL23"	ENSG00000265681	"Ribosomal protein L17"	P18621	18	49488453-49492508	"Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Basal squamous epithelial cells: 3251.4;Squamous epithelial cells: 3203.1"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"									"HPA043724, HPA046385"	Supported		Supported	"Endoplasmic reticulum,Cytosol"			NA	NA		210000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 49: Non-specific - Transcription"	196	"Endoplasmic reticulum, Cytosol"		"HPA043724: AB_2678637, HPA046385: AB_2679646"	"unprognostic (5.98e-3)"	"unprognostic (1.53e-1)"	"unprognostic (2.67e-1)"	"unprognostic (2.69e-3)"	"unprognostic (9.81e-2)"	"unprognostic (2.91e-1)"	"unprognostic (3.80e-1)"	"unprognostic (1.25e-2)"	"unprognostic (1.59e-2)"	"unprognostic (3.41e-1)"	"unprognostic (5.75e-3)"	"unprognostic (6.11e-3)"	"unprognostic (5.64e-2)"	"unprognostic (2.96e-4)"	"unprognostic (2.49e-5)"	"unprognostic (4.23e-2)"	"unprognostic (5.98e-2)"	"unprognostic (3.26e-2)"	"unprognostic (2.37e-1)"	"unprognostic (6.99e-2)"	"unprognostic (9.56e-2)"	"unprognostic (1.53e-2)"	"unprognostic (2.06e-1)"	"unprognostic (1.06e-2)"	"unprognostic (1.88e-3)"	"unprognostic (8.53e-2)"	"unprognostic (6.33e-2)"	"unprognostic (8.45e-2)"	"unprognostic (3.19e-1)"	"unprognostic (7.88e-2)"	"unprognostic (2.33e-1)"
RPL17-C18orf32		ENSG00000215472	"RPL17-C18orf32 readthrough"		18	49481681-49492479	"Predicted intracellular proteins"				"Evidence at protein level"	"Evidence at protein level"			"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in some"		"Early spermatids: 1.8;Late spermatids: 3.2;Pancreatic endocrine cells: 1.7"					"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"												"HPA043724, HPA046385"	Approved		Supported	"Endoplasmic reticulum,Cytosol"			NA	NA			"Cluster 21: Neutrophils - Unknown function"	"Cluster 55: Kidney & Intestine - Metabolism"	"Cluster 55: Non-specific - Transcription"	"Cluster 10: Ciliated cells - Ion channel activity"	"Cluster 11: Late spermatids - Unknown function"	35	"Endoplasmic reticulum, Cytosol"		"HPA043724: AB_2678637, HPA046385: AB_2679646"	"unprognostic (1.60e-2)"	"unprognostic (1.07e-2)"		"unprognostic (8.40e-2)"	"unprognostic (2.28e-2)"	"unprognostic (1.10e-4)"	"unprognostic (2.64e-1)"		"unprognostic (5.17e-2)"	"unprognostic (8.44e-2)"	"unprognostic (2.64e-8)"	"unprognostic (4.41e-3)"	"unprognostic (1.04e-3)"	"unprognostic (2.94e-1)"		"unprognostic (1.65e-1)"	"unprognostic (4.35e-2)"	"unprognostic (1.77e-1)"	"unprognostic (2.41e-1)"	"unprognostic (6.53e-2)"	"unprognostic (3.17e-2)"	"unprognostic (9.62e-2)"	"unprognostic (2.48e-1)"	"unprognostic (1.67e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.52e-2)"	"unprognostic (1.03e-1)"	"unprognostic (8.97e-2)"	"unprognostic (2.84e-1)"	"unprognostic (4.59e-1)"	"unprognostic (2.21e-1)"
RPL18	L18	ENSG00000063177	"Ribosomal protein L18"	Q07020	19	48615328-48619184	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"	"Diamond-Blackfan anemia, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"leukocyte: 560.2"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"									HPA046572	Approved		Supported	"Nucleoli,Endoplasmic reticulum,Cytosol"			NA	NA		350000	"Cluster 18: Non-specific - Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	177	"Endoplasmic reticulum, Cytosol"	Nucleoli	"HPA046572: AB_2679705"	"unprognostic (3.04e-2)"	"unprognostic (5.34e-2)"	"unprognostic (3.91e-1)"	"unprognostic (2.06e-2)"	"unprognostic (8.55e-2)"	"unprognostic (2.80e-3)"	"unprognostic (1.32e-2)"	"unprognostic (5.80e-2)"	"unprognostic (2.80e-2)"	"unprognostic (1.28e-1)"	"unprognostic (6.04e-2)"	"unprognostic (2.37e-1)"	"unprognostic (6.03e-3)"	"unprognostic (8.61e-5)"	"unprognostic (1.49e-5)"	"unprognostic (1.54e-2)"	"unprognostic (2.51e-2)"	"unprognostic (3.17e-2)"	"unprognostic (1.66e-1)"	"unprognostic (8.04e-2)"	"unprognostic (1.04e-1)"	"unprognostic (1.73e-2)"	"unprognostic (1.25e-2)"	"unprognostic (2.57e-1)"	"unprognostic (2.97e-1)"	"unprognostic (1.27e-1)"	"unprognostic (1.08e-1)"	"unprognostic (2.21e-1)"	"unprognostic (1.25e-1)"	"unprognostic (3.97e-2)"	"unprognostic (2.02e-1)"
RPL21	"DKFZp686C06101, FLJ27458, L21, MGC104274, MGC104275, MGC71252"	ENSG00000122026	"Ribosomal protein L21"	P46778	13	27251362-27256691	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"	"Disease variant, Hypotrichosis"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"									HPA047252	Approved		Supported	"Nucleoli fibrillar center,Endoplasmic reticulum,Cytosol"			NA	NA		56000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	120	"Nucleoli fibrillar center, Endoplasmic reticulum, Cytosol"		"HPA047252: AB_2680000"	"unprognostic (7.43e-3)"	"unprognostic (7.80e-2)"	"unprognostic (1.93e-1)"	"unprognostic (1.20e-2)"	"unprognostic (4.58e-2)"	"unprognostic (1.20e-1)"	"unprognostic (6.14e-2)"	"unprognostic (4.18e-4)"	"unprognostic (1.11e-2)"	"unprognostic (3.83e-2)"	"unprognostic (1.54e-2)"	"unprognostic (3.64e-5)"	"unprognostic (1.38e-1)"	"unprognostic (2.88e-4)"	"unprognostic (1.94e-3)"	"unprognostic (3.46e-2)"	"unprognostic (1.56e-2)"	"unprognostic (3.54e-1)"	"unprognostic (3.96e-2)"	"unprognostic (1.70e-4)"	"unprognostic (1.25e-1)"	"unprognostic (9.17e-2)"	"unprognostic (1.59e-1)"	"unprognostic (2.26e-1)"	"unprognostic (3.10e-1)"	"unprognostic (2.50e-1)"	"unprognostic (2.01e-2)"	"unprognostic (1.71e-1)"	"unprognostic (3.60e-1)"	"unprognostic (3.20e-2)"	"unprognostic (8.04e-2)"
RPL28	"FLJ43307, L28"	ENSG00000108107	"Ribosomal protein L28"	P46779	19	55385932-55403250	"Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Cell type enhanced"	"Detected in all"		"leukocyte: 980.8"	"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Adipose visceral - Adipose progenitor cells"	"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA050459	Approved		Supported	"Endoplasmic reticulum,Cytosol"			NA	NA		15000	"Cluster 18: Non-specific - Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	132	"Endoplasmic reticulum, Cytosol"		"HPA050459: AB_2681135"	"unprognostic (2.40e-1)"	"unprognostic (1.28e-2)"	"unprognostic (2.73e-1)"	"unprognostic (1.80e-1)"	"unprognostic (9.75e-2)"	"unprognostic (7.00e-5)"	"unprognostic (8.13e-2)"	"unprognostic (4.29e-2)"	"unprognostic (1.21e-2)"	"unprognostic (6.54e-2)"	"unprognostic (1.63e-4)"	"unprognostic (8.99e-2)"	"unprognostic (8.40e-5)"	"unprognostic (2.32e-3)"	"unprognostic (1.79e-3)"	"unprognostic (2.53e-2)"	"unprognostic (2.56e-3)"	"unprognostic (1.29e-1)"	"unprognostic (5.59e-3)"	"unprognostic (1.77e-1)"	"unprognostic (1.66e-1)"	"unprognostic (3.05e-1)"	"unprognostic (3.40e-3)"	"unprognostic (2.29e-1)"	"unprognostic (2.79e-2)"	"unprognostic (2.63e-1)"	"unprognostic (3.32e-1)"	"unprognostic (2.22e-1)"	"unprognostic (1.58e-1)"	"unprognostic (9.10e-2)"	"unprognostic (4.09e-2)"
RPL29	"HIP, HUMRPL29, L29, RPL29P10"	ENSG00000162244	"Ribosomal protein L29"	P47914	3	51993522-51995895	"Predicted intracellular proteins, Ribosomal proteins"		"Heparin-binding, Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"	"Low region specificity"	"Detected in all"							HPA069064	Approved		Supported	"Nucleoli,Endoplasmic reticulum,Cytosol"			NA	NA			"Cluster 18: Non-specific - Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	51	"Nucleoli, Endoplasmic reticulum, Cytosol"		"HPA069064: AB_2686077"	"unprognostic (9.85e-3)"	"unprognostic (2.41e-3)"	"unprognostic (1.34e-1)"	"unprognostic (2.06e-3)"	"unprognostic (2.13e-1)"	"unprognostic (8.99e-2)"	"unprognostic (2.52e-2)"	"unprognostic (2.54e-3)"	"unprognostic (4.66e-3)"	"unprognostic (2.55e-1)"	"unprognostic (5.87e-3)"	"unprognostic (7.77e-2)"	"unprognostic (7.84e-2)"	"unprognostic (2.39e-4)"	"unprognostic (1.33e-6)"	"unprognostic (1.29e-1)"	"unprognostic (2.71e-3)"	"unprognostic (1.32e-2)"	"unprognostic (9.24e-2)"	"unprognostic (6.43e-2)"	"unprognostic (1.38e-1)"	"unprognostic (9.45e-3)"	"unprognostic (1.12e-1)"	"unprognostic (6.61e-2)"	"unprognostic (2.13e-2)"	"unprognostic (3.75e-2)"	"unprognostic (6.13e-2)"	"unprognostic (9.72e-2)"	"unprognostic (2.17e-1)"	"unprognostic (2.46e-1)"	"unprognostic (1.01e-1)"
RPL36A	"L36A, RPL44"	ENSG00000241343	"Ribosomal protein L36a"	P83881	X	101390824-101396155	"Metabolic proteins, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Cell type enhanced"	"Detected in many"		"Exocrine glandular cells: 2488.0;Intestinal goblet cells: 2245.2;Undifferentiated cells: 3270.7"	"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"HPA063979, HPA077586"	Uncertain		Supported	"Endoplasmic reticulum,Plasma membrane,Cytosol"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	12	"Endoplasmic reticulum, Cytosol"	"Plasma membrane"	"HPA063979: AB_2685164, HPA077586: AB_2686846"	"unprognostic (7.34e-3)"	"unprognostic (1.10e-2)"	"unprognostic (1.07e-1)"	"unprognostic (2.65e-3)"	"unprognostic (7.43e-2)"	"unprognostic (1.27e-1)"	"unprognostic (1.23e-1)"	"unprognostic (1.46e-4)"	"unprognostic (4.63e-3)"	"unprognostic (3.89e-1)"	"unprognostic (6.03e-4)"	"unprognostic (6.59e-2)"	"unprognostic (1.39e-3)"	"unprognostic (1.11e-3)"	"unprognostic (4.16e-6)"	"unprognostic (4.39e-2)"	"unprognostic (3.25e-3)"	"unprognostic (1.09e-2)"	"unprognostic (3.21e-2)"	"unprognostic (4.16e-2)"	"unprognostic (1.45e-1)"	"unprognostic (9.54e-3)"	"unprognostic (2.69e-2)"	"unprognostic (3.45e-2)"	"unprognostic (5.97e-2)"	"unprognostic (5.87e-2)"	"unprognostic (1.03e-1)"	"unprognostic (2.91e-2)"	"unprognostic (5.16e-1)"	"unprognostic (3.19e-2)"	"unprognostic (2.08e-1)"
RPL38	L38	ENSG00000172809	"Ribosomal protein L38"	P63173	17	74203582-74210655	"Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"				"Low region specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			HPA052543	Approved		Supported	"Endoplasmic reticulum,Cytosol"			NA	NA		65000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 54: Non-specific - Basic cellular processes"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	97	"Endoplasmic reticulum, Cytosol"		"HPA052543: AB_2681864"	"unprognostic (9.17e-3)"	"unprognostic (7.84e-3)"	"unprognostic (1.08e-1)"	"unprognostic (5.27e-2)"	"unprognostic (1.72e-1)"	"unprognostic (8.68e-2)"	"unprognostic (2.25e-2)"	"unprognostic (1.56e-1)"	"unprognostic (1.41e-4)"	"unprognostic (7.94e-2)"	"unprognostic (9.22e-2)"	"unprognostic (4.51e-2)"	"unprognostic (1.06e-3)"	"unprognostic (2.62e-4)"	"unprognostic (1.84e-4)"	"unprognostic (6.92e-4)"	"unprognostic (5.98e-3)"	"unprognostic (4.46e-2)"	"unprognostic (3.01e-1)"	"unprognostic (6.56e-2)"	"unprognostic (5.91e-4)"	"unprognostic (6.45e-2)"	"unprognostic (3.27e-1)"	"unprognostic (1.70e-1)"	"unprognostic (2.62e-3)"	"unprognostic (2.68e-1)"	"unprognostic (7.20e-2)"	"unprognostic (3.22e-1)"	"unprognostic (1.56e-1)"	"unprognostic (1.41e-1)"	"unprognostic (1.52e-1)"
RPL41	L41	ENSG00000229117	"Ribosomal protein L41"	P62945	12	56116590-56117967	"Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein"		"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"									HPA053169	Approved		Supported	"Endoplasmic reticulum"			NA	NA			"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	2	"Endoplasmic reticulum"		"HPA053169: AB_2682067"	"unprognostic (7.10e-3)"	"unprognostic (7.48e-2)"	"unprognostic (1.96e-2)"	"unprognostic (6.60e-3)"	"unprognostic (2.15e-1)"	"unprognostic (1.91e-1)"	"unprognostic (1.01e-1)"	"unprognostic (1.86e-1)"	"unprognostic (6.84e-2)"	"unprognostic (2.59e-1)"	"unprognostic (3.45e-5)"	"unprognostic (2.19e-3)"	"unprognostic (2.83e-2)"	"unprognostic (4.93e-3)"	"unprognostic (1.60e-3)"	"unprognostic (4.64e-2)"	"unprognostic (2.81e-2)"	"unprognostic (2.01e-2)"	"unprognostic (2.05e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.47e-1)"	"unprognostic (2.20e-1)"	"unprognostic (9.56e-3)"	"unprognostic (1.99e-1)"	"unprognostic (7.59e-2)"	"unprognostic (2.32e-1)"	"unprognostic (1.53e-1)"	"unprognostic (1.34e-1)"	"unprognostic (5.69e-1)"	"unprognostic (1.38e-1)"	"unprognostic (7.45e-2)"
RPL5	"L5, PPP1R135, uL18"	ENSG00000122406	"Ribosomal protein L5"	P46777	1	92832013-92841924	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins"		"Ribonucleoprotein, Ribosomal protein, RNA-binding, rRNA-binding"	"Cancer-related genes, Diamond-Blackfan anemia, Disease variant"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Evidence at protein level"	"Low tissue specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cell type specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Low region specificity"	"Detected in all"			"Low immune cell specificity"	"Detected in all"			"Low lineage specificity"	"Detected in all"			"Low cancer specificity"	"Detected in all"			"Spleen - B-cells (Spleen)"					"Not detected"	"Not detected"			"HPA043717, HPA054444"	Approved		Supported	"Nucleoli,Nucleoli rim,Endoplasmic reticulum,Cytosol"			NA	NA		280000	"Cluster 43: Non-specific - Transcription & Translation"	"Cluster 18: Non-specific - Ribosome"	"Cluster 7: Non-specific - Ribosome"	"Cluster 25: Non-specific - Ribosome"	"Cluster 64: Non-specific - Ribosome"	476	"Endoplasmic reticulum, Cytosol"	"Nucleoli, Nucleoli rim"	"HPA043717: AB_10964719, HPA054444: AB_2732584"	"unprognostic (8.83e-3)"	"unprognostic (4.25e-3)"	"unprognostic (7.05e-2)"	"unprognostic (5.09e-2)"	"unprognostic (2.83e-2)"	"unprognostic (3.08e-1)"	"unprognostic (2.61e-2)"	"unprognostic (4.57e-2)"	"unprognostic (1.47e-2)"	"unprognostic (1.30e-1)"	"unprognostic (1.94e-3)"	"unprognostic (5.05e-5)"	"unprognostic (6.26e-2)"	"unprognostic (1.22e-5)"	"unprognostic (2.93e-6)"	"unprognostic (1.65e-1)"	"unprognostic (2.11e-2)"	"unprognostic (9.31e-2)"	"unprognostic (3.46e-2)"	"unprognostic (5.36e-2)"	"unprognostic (2.40e-1)"	"unprognostic (1.71e-1)"	"unprognostic (3.71e-2)"	"unprognostic (2.81e-1)"	"unprognostic (8.07e-2)"	"unprognostic (2.70e-2)"	"unprognostic (1.33e-1)"	"unprognostic (6.27e-2)"	"unprognostic (2.19e-1)"	"unprognostic (2.13e-1)"	"unprognostic (7.04e-2)"
